id,Lst_1,Z-score,p-value,Lst_1_2,NDVISAMPLE,NDBISAMPLE
89820,58.820556640625000,-0.8489305665,0.3959199291,58.820556640625000,0.271310120820999,0.145461335778236
89823,58.792755126953125,-0.8881174839,0.3744775588,58.792755126953125,0.314046144485474,0.167360082268715
89822,58.796447753906250,-0.8890614606,0.3739700498,58.796447753906250,0.297748714685440,0.167497575283051
89809,59.972686767578125,-0.4528749231,0.6506388092,59.972686767578125,0.225526586174965,0.112491004168987
89808,59.447509765625000,-0.6118001601,0.5406699838,59.447509765625000,0.272612065076828,0.177185982465744
89811,60.486938476562493,-0.4057050030,0.6849593658,60.486938476562493,0.202179223299026,0.056727349758148
89810,60.187774658203125,-0.3658794644,0.7144550205,60.187774658203125,0.240004926919937,0.087613075971603
89813,59.976379394531250,-0.4368395715,0.6622276986,59.976379394531250,0.219997420907021,0.153852388262749
89812,59.941406250000000,-0.4047062837,0.6856934227,59.941406250000000,0.255985409021378,0.157460778951645
89815,60.477783203125000,-0.3811988533,0.7030556999,60.477783203125000,0.191306620836258,-0.005579626653343
89814,60.130798339843750,-0.3823383661,0.7022104004,60.130798339843750,0.164890661835670,0.112973794341087
89897,60.459442138671875,-0.2408011536,0.8097092355,60.459442138671875,0.091199725866318,0.124877527356148
89896,60.437438964843750,-0.2938968923,0.7688366929,60.437438964843750,0.141055375337601,0.113599367439747
89899,60.602416992187507,-0.2792409961,0.7800598840,60.602416992187507,0.212512299418449,0.067812465131283
89898,60.708648681640625,-0.2364348543,0.8130952529,60.708648681640625,0.198088794946671,0.053755909204483
89901,59.619079589843750,-0.6151081853,0.5384832768,59.619079589843750,0.141041815280914,0.098726116120815
89900,59.991088867187507,-0.3958902910,0.6921859638,59.991088867187507,0.226787954568863,0.092191152274609
89903,59.089019775390625,-0.7156472778,0.4742091730,59.089019775390625,0.283086597919464,0.158481016755104
89902,59.146362304687507,-0.6690619985,0.5034559298,59.146362304687507,0.275534063577652,0.121777288615704
89889,62.203063964843750,0.5614913065,0.5744626551,62.203063964843750,0.162967428565025,0.051210556179285
89888,61.679779052734375,0.3031647872,0.7617642827,61.679779052734375,0.209879428148270,0.075030237436295
89891,62.616119384765625,0.6039129770,0.5459015006,62.616119384765625,0.149338826537132,-0.047966770827770
89890,62.807769775390625,0.6169822590,0.5372464276,62.807769775390625,0.187828391790390,-0.000031821797165
89893,61.240600585937507,0.1504154464,0.8804368554,61.240600585937507,0.136603459715843,-0.009376684203744
89892,62.306427001953125,0.4475130850,0.6545046423,62.306427001953125,0.113126605749130,-0.086869090795517
89895,60.694000244140625,-0.1957710797,0.8447893471,60.694000244140625,0.244847491383553,0.089705377817154
89894,60.659210205078125,-0.0489662059,0.9609462274,60.659210205078125,0.255755335092545,0.107826143503189
89913,59.952453613281250,-0.3027110740,0.7621100577,59.952453613281250,0.333658307790756,0.164255321025848
89912,61.026947021484375,-0.2049779869,0.8375893238,61.026947021484375,0.337340980768204,0.173886373639107
89915,60.053619384765625,-0.3005938281,0.7637242384,60.053619384765625,0.276268243789673,0.167235255241394
89914,59.819915771484375,-0.4098657202,0.6819044530,59.819915771484375,0.247054055333138,0.145684525370598
89917,60.435577392578125,-0.2700116851,0.7871512640,60.435577392578125,0.173513650894165,0.034684464335442
89916,60.527282714843750,-0.3156429564,0.7522735288,60.527282714843750,0.200516417622566,0.046236068010330
89919,60.455780029296875,-0.2469731836,0.8049289777,60.455780029296875,0.184878125786781,0.058274712413549
89918,60.263092041015625,-0.2862012100,0.7747240170,60.263092041015625,0.215945541858673,0.063505098223686
89905,59.321960449218750,-0.6959102187,0.4864850574,59.321960449218750,0.191008299589157,0.094672903418541
89904,59.225860595703125,-0.7397546092,0.4594489058,59.225860595703125,0.197940111160278,0.086548648774624
89907,59.805206298828125,-0.4905380020,0.6237532455,59.805206298828125,0.230786785483360,0.077214933931828
89906,59.549011230468750,-0.6056120624,0.5447723905,59.549011230468750,0.240937307476997,0.111788980662823
89909,60.541931152343750,-0.2510907460,0.8017439504,60.541931152343750,0.239617079496384,0.048459757119417
89908,60.275939941406250,-0.3540369397,0.7233111999,60.275939941406250,0.229836463928223,0.072865195572376
89911,61.173065185546875,-0.0606219791,0.9516602689,61.173065185546875,0.314184516668320,0.131867125630379
89910,60.525451660156250,-0.1721466578,0.8633222327,60.525451660156250,0.262152463197708,0.109837882220745
89865,60.554779052734375,-0.1955425388,0.8449682392,60.554779052734375,0.184838265180588,0.050719790160656
89864,60.653717041015625,-0.1994624889,0.8419009833,60.653717041015625,0.172175347805023,0.024572765454650
89867,60.358520507812493,-0.2624505636,0.7929740943,60.358520507812493,0.254510998725891,0.080232404172421
89866,60.228179931640625,-0.2454465382,0.8061106985,60.228179931640625,0.249007731676102,0.142008796334267
89869,60.173065185546875,-0.3639507542,0.7158947835,60.173065185546875,0.261019140481949,0.078455410897732
89868,60.215332031250000,-0.3131976720,0.7541304870,60.215332031250000,0.258409440517426,0.086815856397152
89871,60.362213134765625,-0.4170301631,0.6766563453,60.362213134765625,0.274796873331070,0.142552897334099
89870,59.980041503906250,-0.3403389942,0.7336012548,59.980041503906250,0.274639457464218,0.122590750455856
89857,59.908294677734375,-0.4266189540,0.6696568900,59.908294677734375,0.216851875185966,0.074467368423939
89856,59.609863281250000,-0.4046979909,0.6856995192,59.609863281250000,0.256480216979980,0.105310529470444
89859,59.803344726562493,-0.3314798261,0.7402820769,59.803344726562493,0.229458302259445,0.061691083014011
89858,60.092224121093750,-0.3911072750,0.6957179434,60.092224121093750,0.175367444753647,0.021174797788262
89861,60.294311523437507,-0.1620738917,0.8712476658,60.294311523437507,0.278928488492966,0.142614275217056
89860,60.018676757812493,-0.2462280868,0.8055056746,60.018676757812493,0.269892394542694,0.129794850945473
89863,60.433776855468750,-0.2047758302,0.8377472716,60.433776855468750,0.201780289411545,0.067687548696995
89862,60.220855712890625,-0.2332624653,0.8155576031,60.220855712890625,0.262081712484360,0.152076587080956
89881,61.225982666015625,0.0275897322,0.9779893711,61.225982666015625,0.152996584773064,0.011253560893238
89880,60.759918212890625,-0.0478964828,0.9617987425,60.759918212890625,0.222321882843971,0.082956157624722
89883,61.037902832031250,0.0984388307,0.9215838420,61.037902832031250,0.133725196123123,0.048278205096722
89882,61.528686523437507,0.0378710074,0.9697905292,61.528686523437507,0.172008812427521,0.047108974307775
89885,61.242431640625000,0.0232210681,0.9814739332,61.242431640625000,0.150079384446144,0.035356953740120
89884,61.196807861328125,0.0457481798,0.9635109621,61.196807861328125,0.168632552027702,0.037593442946672
89887,60.860565185546875,0.0508843162,0.9594177032,60.860565185546875,0.203212857246399,0.060441598296165
89886,60.884338378906250,0.0215139809,0.9828356509,60.884338378906250,0.211625486612320,0.076866306364536
89873,60.466766357421875,-0.2762871060,0.7823275586,60.466766357421875,0.159334838390350,0.018594766035676
89872,59.981903076171875,-0.2240427923,0.8227240060,59.981903076171875,0.329646497964859,0.169963747262955
89875,61.388336181640625,0.0580770740,0.9536872358,61.388336181640625,0.110644586384296,-0.004391161724925
89874,60.833129882812493,0.0029256511,0.9976656715,60.833129882812493,0.217643246054649,0.046012770384550
89877,60.661041259765625,-0.0649043096,0.9482501892,60.661041259765625,0.169688656926155,0.034174717962742
89876,61.182189941406250,0.0233494832,0.9813715005,61.182189941406250,0.163169726729393,0.022289156913757
89879,60.576782226562493,-0.0988726040,0.9212394211,60.576782226562493,0.267070502042770,0.111879974603653
89878,60.602416992187507,-0.1473015518,0.8828940077,60.602416992187507,0.155036091804504,0.017976166680455
89961,60.275939941406250,-0.3712859793,0.7104245397,60.275939941406250,0.387752324342728,0.239247471094131
89960,60.589599609375000,-0.3224357562,0.7471225999,60.589599609375000,0.242269799113274,0.077230319380760
89963,59.563781738281250,-0.4276801637,0.6688839937,59.563781738281250,0.409063607454300,0.229605913162231
89962,59.611724853515625,-0.4112588973,0.6808827052,59.611724853515625,0.399326503276825,0.207630783319473
89965,60.263092041015625,-0.2892276324,0.7724071874,60.263092041015625,0.272487074136734,0.104225352406502
